id,code_mun,code_mun_short,perc_forest_2010,perc_forest_2011,perc_forest_2022,perc_forest_2023,perc_agrifam_cadunico_2012,perc_cisternas_2010,perc_pessoas_cadunico_2012,perc_popUrb_2010,perc_public_light_2010,perc_saneamento_2010,perc_popUrb_2022,perc_popRur_2022,perc_saneamento_2022,perc_public_light_2022,perc_agrifam_cadunico_2022,perc_pessoas_cadunico_2022,perc_cisternas_2022,fpp_2010,fpp_2022,fpp_abs_change,fpp_perc_change,ifdm_saude_2013,ifdm_saude_2022,irrigacao_hectare_2010,irrigacao_hectare_2022,taxa_u5mort_2010,taxa_u5mort_2022,forest_abs_change,forest_perc_change,cat_change
5008,2412302,241230,28.2941107503658,27.8532493872219,28.1873447833282,28.2462075882662,3.494433410739917e-10,43.59464163614395,75.21851824038409,83.13369637967016,96.20999818626491,43.69999539751063,89.23464340318374,10.76535659681626,30.25,98,329.7359357060849,73.90053062325748,46.0390355912744,664,386,-278,-41.86746987951807,0.3727999964032311,0.5944,5.771022881263268e-7,5.312970698883151e-7,5.319153619111009,15.38461538461539,-0.10676596703759955,-0.37734342662180764,PP
5007,2405405,240540,18.1892443893334,18.1523625820238,5.59682852757612,5.59799619904874,0.2748956565477133,134.0655417089059,98.24329117701589,74.3751795893552,90.50002625101838,52.97989934768786,80.2423294899355,19.75767051006449,60.53,98.5,124.9122807017544,118.2333398475669,84.91228070175438,763,454,-309,-40.49803407601573,0.4922994590299541,0.6956,5.202948193206019e-7,3.823866626941468e-7,9.901027926077754,0,-12.59241586175728,-69.23001083619377,PP
5010,2406205,240620,6.29950826911414,5.92280689097871,7.95519507402067,7.95723038704529,0.1706595136440903,9.726993224968854,84.27813483923426,63.94732654844295,91.52000603250791,6.650016229883692,70.30403371462974,29.69596628537026,12.94,98.25,125.7782101167315,84.6628537025888,6.420233463035019,2660,2121,-539,-20.263157894736842,0.4658999847257584,0.6659,1.483205487545268e-6,1.453154585696048e-6,21.97802333302151,0,1.65568680490653,26.282794373398904,GP
5009,2413300,241330,30.6849925992691,31.1721995028267,37.1382621028545,37.3075701365821,1.240009633187745e-5,11.41051127415659,81.35114355193897,56.79953668152955,83.53008864696459,11.42019977142235,66.35530489954176,33.64469510045824,7.41,99.38,116.2976085031001,83.16884032428622,24.977856510186,1407,946,-461,-32.76474769012083,0.3446997154367709,0.5652,2.255853838045295e-6,9.906155907960463e-7,37.97453337638107,25.64102564102564,6.453269503585396,21.030702493110944,GP
4996,2403004,240300,35.5083734223348,36.5444310506034,21.9341056181663,22.815170392709,1.199164086253828e-6,28.53773554013657,67.41559132868596,81.85013119813802,95.25999989163765,66.19000108206095,84.65116279069768,15.34883720930233,81.39999999999999,99.44,64.1399416909621,78.36580766813324,35.27696793002916,269,232,-37,-13.754646840148698,0.309100005605789,0.564,4.261171928111897e-6,2.227202859388623e-6,2.661109744980365e-6,15.87301587301587,-13.5742678041685,-38.22835713344806,PP
4995,2402006,240200,48.6665227869429,48.4901362804139,37.7869083780733,38.0747201280348,0.1355963784595929,11.32203660203066,57.07314963316323,91.63118348968563,96.2800000575602,76.83999663720793,93.55264460355693,6.447355396443067,88.56,98.76,57.72884283246977,55.97386742336754,16.79620034542314,114,156,42,36.84210526315789,0.4029000071347176,0.7131,4.717732955860252e-6,2.425558297649267e-6,20.18842683167325,15.51724137931035,-10.8796144088696,-22.355438165367698,PG
4998,2400109,240010,64.1191704783677,67.740497382623,56.8711955775912,58.4791446350624,3.847205074362932e-8,21.462529465044,67.81488712578127,80.67096650414827,98.12533753009,82.23394003197014,87.05949223190602,12.94050776809398,87.92,99.03,38.1903642773208,68.79499810534293,32.07990599294947,295,211,-84,-28.474576271186443,0.280331391216347,0.7012,1.908036976592383e-6,1.015562046463113e-6,6.762070313711759e-8,0,-7.247974900776505,-11.303912459724975,PP
4997,2403004,240300,33.5157886638561,36.1346662504372,21.9888655147259,23.865625155684,1.199164086253828e-6,28.53773554013657,67.41559132868596,81.85013119813802,95.25999989163765,66.19000108206095,84.65116279069768,15.34883720930233,81.39999999999999,99.44,64.1399416909621,78.36580766813324,35.27696793002916,542,333,-209,-38.56088560885609,0.309100005605789,0.564,4.261171928111897e-6,2.227202859388623e-6,2.661109744980365e-6,15.87301587301587,-11.526923149130198,-34.39251650837921,PP
4992,2414308,241430,40.7508826335904,40.552864508169,44.4202992133536,44.1757525180734,2.976190489229708,35.11904745826347,55.42483668090874,75.29411768524285,95.66000001348583,97.32999975381726,86.00682593856655,13.99317406143345,88.03999999999999,99.31,78.53881278538812,81.18600682593856,28.76712328767123,277,153,-124,-44.765342960288805,0.4985999992446659,0.6293,1.416023371125691e-6,2.365402675409685e-6,2.573810557434915e-7,0,3.669416579763201,9.004508228095533,GP
4991,2405603,240560,24.4484879056418,23.9223399705672,26.7442217820966,25.9149662276319,0.1247925352255074,14.83798232235616,68.96193731224628,78.45395583611783,95.32002054125445,21.13032966300153,83.10433662516101,16.89566337483899,36.6,97.6,70.72819033886086,70.49520538142264,13.04974765681327,520,407,-113,-21.73076923076923,0.1573024478133952,0.6045,5.171556549013344e-6,2.342610064203363e-6,22.47202326479351,11.76470588235294,2.295733876454797,9.390085330901087,GP
4994,2402006,240200,30.1241644792123,30.8426046685598,26.1359094846095,26.5110791110535,0.1355963784595929,11.32203660203066,57.07314963316323,91.63118348968563,96.2800000575602,76.83999663720793,93.55264460355693,6.447355396443067,88.56,98.76,57.72884283246977,55.97386742336754,16.79620034542314,160,172,12,7.5,0.4029000071347176,0.7131,4.717732955860252e-6,2.425558297649267e-6,20.18842683167325,15.51724137931035,-3.9882549946028014,-13.239387925115617,PG
4993,2411809,241180,18.9545870385521,18.50323982709,26.8978301888173,26.7082550133414,16.83500860999162,16.83501412911988,76.24227228640868,67.53897093608505,99.28999851784995,37.39001930115195,75.80183276059564,24.19816723940435,72.95,99.89,92.3076923076923,81.38602520045819,9.157509157509157,188,198,10,5.319148936170213,0.4268999878681197,0.6048,8.743367686343824e-7,7.105278606210586e-7,59.9999804172198,0,7.9432431502652,41.90670645638064,GG
