buff_id,ca_nvc_17,ca_agri_17,pland_urban_17,ca_urban_17,shdi_17,pland_nvc_06,pland_agri_06,ca_nvc_06,ca_agri_06,pland_urban_06,ca_urban_06,shdi_06,code_muni,code_sc,code_uf,total_estab_06,agrifam_06,perc_agrifam_06,area_estab_06,agrifam_area_06,perc_area_agrifam_06,total_estab_17,agrifam_17,perc_agrifam_17,area_estab_17,agrifam_area_17,perc_area_agrifam_17,pop_rural_WP_06,pop_rural_WP_17,pop_urb_mun_06,pop_urb_mun_17,vari_perc_nvc,vari_area_nvc,vari_total_pop_rural,vari_perc_pop_rural,vari_estab_agrifam,vari_perc_estab_agrifam,vari_area_agrifam,vari_perc_area_agrifam,vari_total_pop_urb,vari_perc_pop_urb,cat_change,mun_area_ha,pland_nvc_17
11,7264.67521252266,497.223724435076,0.831649399039865,65.293856842083,1.03845523687237,88.8685129594804,9.0161540887482,6977.18049173624,707.869776634886,0.734701505612465,57.6823538675143,1.27918874228179,2919306,291930605000010,29,411,297,72.2627737226277,22892,7053,30.8098899178752,497,277,55.7344064386318,39738,3986,10.0307010921536,510.813315169886,495.608398128301,6244.79425540648,7842.59900140574,3.66182705897475,287.494720786422,-15.2049170415848,-2.97660937764084,-20,-16.528367283996,16846,-2.34656911332502,1597.80474599926,25.5861871608651,GP,130701.456120939,92.5303400184551
12,2550.40372561119,5300.54062566349,0,0,0.796973910478859,47.9961687166369,52.0003270607749,3768.15249668707,4082.51674002226,0,0,0.985187337482555,2901304,292285405000019,29,1286,1177,91.5241057542768,89092,25063,28.1315943070085,954,696,72.9559748427673,74115,16612,22.4138163664575,56.5767493396997,59.633654654026,5753.69013239757,5826.02700651826,-15.5108572496526,-1217.74877107588,3.05690531432629,5.40311232087925,-481,-18.5681309115095,-14977,-4.43353814758744,72.3368741206878,1.257225753493,PG,190615.253972692,32.4853114669843
13,3446.63527465287,4404.3090766218,0,0,1.01495817802295,45.2406816881008,54.756982163507,3551.82074347011,4298.94019809434,0,0,1.14685791834542,2901304,290130420000008,29,1286,1177,91.5241057542768,89092,25063,28.1315943070085,954,696,72.9559748427673,74115,16612,22.4138163664575,129.490668654442,116.355343014002,5753.69013239757,5826.02700651826,-1.33978110289564,-105.185468817241,-13.13532564044,-10.1438395344863,-481,-18.5681309115095,-14977,-4.43353814758744,72.3368741206878,1.257225753493,PP,190615.253972692,43.9009005852052
14,4294.72177475903,3510.64526352335,0.14836275277158,11.6465165996412,0.805903558587322,43.6677141622177,55.734161984089,3427.92748420936,4375.14693269514,0.136680646254133,10.7294680484884,0.813084849266768,2906402,290640205000007,29,956,803,83.9958158995816,33665,13624,40.4693301648596,891,662,74.2985409652076,29854,9683,32.4345146379045,1701.87467682362,1458.034299016,2940.19217953322,2605.95965625811,11.0419270802912,866.794290549672,-243.840377807617,-14.327751692194,-141,-9.69727493437398,-3811,-8.57815431144913,-334.232523275107,-11.3677100973777,GP,45942.2838166948,54.7096412425089
15,6270.41117336274,1579.61612936079,0,0,0.67208211570956,82.0919231443089,17.8648601296502,6445.29233206759,1402.62575898828,0,0,0.646148362644547,2926400,292640005000017,29,2987,2684,89.8560428523602,123748,70143,56.6821281960112,3864,3160,81.7805383022774,127637,71383,55.9265730156616,615.479066550732,551.661939024925,10904.1911032787,12002.7446256116,-2.22741342054547,-174.881158704851,-63.8171275258064,-10.3686918035166,476,-8.07550455008281,3889,0.472058639338613,1098.55352233293,10.0745989494133,PP,262679.230219647,79.8645097237634
16,7270.3609135398,562.242466711813,0,0,0.657781493628655,92.254047613485,7.10347405555686,7242.39093272964,557.657223956049,0,0,0.621452442674394,2202026,220202605000006,22,1447,1296,89.5646164478231,124704,24891,19.96006543495,1183,945,79.8816568047337,120581,26299,21.8102354433949,69.2864485383034,74.0592984259129,2640.51057941687,3000.91032603836,0.356283438076815,27.9699808101586,4.77284988760948,6.8885763209106,-351,-9.68295964308936,-4123,0.51803441599087,360.39974662149,13.6488658455245,GG,271796.613610478,92.6103310515618
17,4482.80843260048,3088.98633970327,0,0,1.02923993102494,69.0888066064733,26.6571665518087,5424.250475214,2092.88820344104,0,0,0.953957822902784,2930758,293075810000003,29,1466,1330,90.7230559345157,117526,43697,37.180708949509,1370,1264,92.2627737226277,93486,38398,41.0735297263761,278.916576907039,282.942983463407,3510.32714113658,3635.133677427,-11.9911695653697,-941.44204261352,4.02640655636787,1.44358811549228,-66,1.53971778811204,-24040,-2.97810262727818,124.806536290416,3.55541040115155,PG,177932.081704081,57.0976370411036
18,6511.9617617364,1333.20518366602,0,0,0.677054350306488,82.2214954035206,17.7341167400623,6455.0130467098,1392.26311036026,0,0,0.649141128608105,2923704,292370410000003,29,4008,3756,93.7125748502994,98015,79105,80.7070346375555,3621,3125,86.3021264843966,90991,75262,82.7136749788441,213.398754388094,244.444033324718,9368.26282055845,10205.5917506141,0.725391021971959,56.9487150265995,31.0452789366245,14.5480131904447,-631,-7.41044836590282,-7024,-1.44453520685244,837.328930055703,8.93793167521093,GG,266037.129574271,82.9468864254926
19,6304.80049403097,1496.71494033657,0,0,0.648482939361776,78.5580808670668,20.9630702389573,6168.34366961942,1646.01044446425,0,0,0.684253889290487,2903904,290390407000002,29,3304,2897,87.681598062954,183751,99787,54.3055547997018,3721,3045,81.8328406342381,159194,72481,45.5299822857645,590.401151522994,616.234460562468,40082.760608017,47597.7122999742,1.73787110789287,136.456824411551,25.8333090394735,4.37555194003842,148,-5.84875742871588,-24557,-6.394697129622,7514.95169195729,18.7485881160945,GG,427010.059217834,80.2959519749597
20,2846.33529306822,4999.10676689954,0,0,0.675148641335542,38.9696261682243,60.7009345794392,3059.09055693568,4764.98427179022,0,0,0.901252453140471,2929701,292970105000027,29,2858,2621,91.7074877536739,51154,22955,44.8743011299214,2325,1844,79.3118279569892,28941,13280,45.8864586572682,370.209112882614,379.849703788757,3871.73196804964,4273.58748792322,-2.71028037383174,-212.75526386746,9.64059090614319,2.60409335444966,-777,-12.3956597966847,-22213,-9.25534332357142,401.855519873578,10.3792184787009,PG,104534.209718183,36.2593457943926
21,4921.70786918223,2927.49408984525,0,0,1.19273900853287,61.7613045662154,38.1872977677059,4848.61909965535,2997.92341857379,0,0,1.25014545125197,2922102,292210220000006,29,1765,1334,75.5807365439093,142896,31226,21.8522561863173,1710,1118,65.3801169590643,127193,29513,23.203320937473,294.371052503586,291.687518954277,10693.2597594004,12536.5850159144,0.930998633289349,73.088769526883,-2.68353354930878,-0.911615978026944,-216,-10.200619584845,-15703,-1.11746584962305,1843.325256514,17.2381976870386,GP,153293.275188484,62.6923031995047
22,2294.8222944049,5530.90322171308,0.078269199317773,6.1442252927241,0.669084223323528,28.8229246980211,70.1794350599285,2262.63389025943,5509.16917105075,0.079437396322516,6.23593014783939,0.788160298340354,2918753,291875305000006,29,2287,2169,94.840402273721,45132,33365,73.9275901799167,2307,1853,80.3207628955353,38438,26702,69.4677142411156,1969.96108067036,2183.47098135948,2560.34496124096,2823.1193587106,0.410037148664806,32.1884041454641,213.509900689125,10.8382801459443,-316,-14.5196393781857,-6694,-7.44472407454497,262.774397469634,10.2632419243331,GG,89499.6232671961,29.2329618466859
23,3752.28755675212,4093.70473234633,0,0,0.883635589059875,39.4282777070361,60.4443873319237,3095.13056499599,4744.90090851997,0,0,0.905966644928904,2913002,291300208000002,29,2594,2485,95.7979953739399,36280,28067,77.3621830209482,2178,1702,78.1450872359963,51879,34306,66.126949247287,455.598861455917,473.113087177277,2862.25112933879,3268.53953172707,8.3713975304027,657.156991756131,17.5142257213593,3.84422069567746,-783,-17.6529081379435,15599,3.31051276316344,406.288402388284,14.1947154190534,GG,188460.230977578,47.7996752374388
24,6624.85043838337,1225.0851594851,0,0,0.827259308893479,87.0303738317757,12.9696261682243,6831.82829637857,1018.1073014899,0,0,0.790519644320364,2906006,290600615000019,29,4111,3709,90.221357333982,221936,79050,35.6183764688919,5840,4842,82.9109589041096,223868,100369,44.8340093269248,94.5526066720486,83.3141983151436,19826.1211875586,21530.7891946214,-2.63668224299062,-206.977857995198,-11.238408356905,-11.8858789328621,1133,-7.31039842987241,1932,2.86208946576433,1704.66800706282,8.59809133080726,PP,744875.387545116,84.3936915887851
25,2957.38987261264,4858.33981429726,0,0,0.823563837117848,40.7130924426687,58.8020888094487,3195.91420076748,4615.87217737247,0,0,0.937909630430987,2929909,292990915000006,29,3472,3296,94.9308755760369,39287,28445,72.4030849899458,3253,2721,83.6458653550569,49370,33543,67.9420700830464,1483.2021151185,1742.16069364548,24872.5552107257,26513.4464130741,-3.03858689937967,-238.524328154836,258.958578526974,17.4594261892813,-575,-11.28501022098,10083,1.98263127892418,1640.89120234846,6.597195939245,PG,257133.035990751,37.674505543289
26,7287.23460688102,319.041190946077,0.25,19.624838994671,0.855063252159065,94.9053738317756,2.12383177570093,7450.01072471065,166.719426599588,0.23714953271028,18.6160855884029,0.783857309465168,2312809,231280915000002,23,593,347,58.5160202360877,10069,3628,36.0313834541663,647,481,74.3431221020093,3438,2533,73.6765561372891,1066.19740068913,1347.9514567852,2962.60291448572,3704.48554335885,-2.07359813084106,-162.77611782963,281.754056096077,26.4260685604718,134,15.8271018659216,-6631,-2.51264316260292,741.88262887313,25.04158168635,PG,43579.6063801458,92.8317757009345
